actual,estimate,period,symbol,year,quarter,beat
1.14,1.07394,2017-12-31,LLY,2017,4,1
1.05,1.02756,2017-09-30,LLY,2017,3,1
1.11,1.053,2017-06-30,LLY,2017,2,1
0.98,0.96306,2017-03-31,LLY,2017,1,1
0.95,0.97825,2016-12-31,LLY,2016,4,0
0.88,0.9577899999999999,2016-09-30,LLY,2016,3,0
0.86,0.8577899999999999,2016-06-30,LLY,2016,2,1
0.83,0.8475299999999999,2016-03-31,LLY,2016,1,0
0.78,0.77968,2015-12-31,LLY,2015,4,1
0.89,0.75917,2015-09-30,LLY,2015,3,1
0.9,0.73778,2015-06-30,LLY,2015,2,1
0.87,0.7663800000000001,2015-03-31,LLY,2015,1,1
0.75,0.7347899999999999,2014-12-31,LLY,2014,4,1
0.66,0.66906,2014-09-30,LLY,2014,3,0
0.68,0.6522,2014-06-30,LLY,2014,2,1
0.7,0.7046,2014-03-31,LLY,2014,1,0
0.74,0.74112,2013-12-31,LLY,2013,4,0
1.11,1.037,2013-09-30,LLY,2013,3,1
1.16,1.0043799999999998,2013-06-30,LLY,2013,2,1
1.14,1.05131,2013-03-31,LLY,2013,1,1
0.85,0.78438,2012-12-31,LLY,2012,4,1
0.79,0.8293299999999999,2012-09-30,LLY,2012,3,0
0.83,0.77177,2012-06-30,LLY,2012,2,1
0.92,0.78188,2012-03-31,LLY,2012,1,1
0.87,0.80765,2011-12-31,LLY,2011,4,1
1.13,1.1275,2011-09-30,LLY,2011,3,1
1.18,1.18353,2011-06-30,LLY,2011,2,0
1.24,1.1677799999999998,2011-03-31,LLY,2011,1,1
1.11,1.0970600000000001,2010-12-31,LLY,2010,4,1
1.21,1.1515799999999998,2010-09-30,LLY,2010,3,1
1.24,1.1031600000000001,2010-06-30,LLY,2010,2,1
37.76,1.10353,2010-03-31,LLY,2010,1,1
0.91,0.91889,2009-12-31,LLY,2009,4,0
1.2,1.0175,2009-09-30,LLY,2009,3,1
1.12,1.0225,2009-06-30,LLY,2009,2,1
1.2,0.99267,2009-03-31,LLY,2009,1,1
1.07,1.04714,2008-12-31,LLY,2008,4,1
1.04,1.02231,2008-09-30,LLY,2008,3,1
0.99,0.995,2008-06-30,LLY,2008,2,0
0.92,0.958,2008-03-31,LLY,2008,1,0
0.9,0.89235,2007-12-31,LLY,2007,4,1
0.91,0.87389,2007-09-30,LLY,2007,3,1
0.9,0.8247399999999999,2007-06-30,LLY,2007,2,1
0.84,0.78737,2007-03-31,LLY,2007,1,1
0.85,0.81684,2006-12-31,LLY,2006,4,1
0.8,0.79,2006-09-30,LLY,2006,3,1
0.76,0.7530399999999999,2006-06-30,LLY,2006,2,1
0.77,0.7490899999999999,2006-03-31,LLY,2006,1,1
0.8,0.78042,2005-12-31,LLY,2005,4,1
0.73,0.70958,2005-09-30,LLY,2005,3,1
0.67,0.665,2005-06-30,LLY,2005,2,1
0.68,0.65875,2005-03-31,LLY,2005,1,1
0.75,0.735,2004-12-31,LLY,2004,4,1
0.69,0.67957,2004-09-30,LLY,2004,3,1
0.68,0.6773899999999999,2004-06-30,LLY,2004,2,1
0.7,0.6605300000000001,2004-03-31,LLY,2004,1,1
0.67,0.67042,2003-12-31,LLY,2003,4,0
0.66,0.66217,2003-09-30,LLY,2003,3,0
0.64,0.60435,2003-06-30,LLY,2003,2,1
0.61,0.57565,2003-03-31,LLY,2003,1,1
0.68,0.68292,2002-12-31,LLY,2002,4,0
0.68,0.68417,2002-09-30,LLY,2002,3,0
0.61,0.6131800000000001,2002-06-30,LLY,2002,2,0
0.58,0.57591,2002-03-31,LLY,2002,1,1
0.44,0.44,2019-12-31,KO,2019,4,1
0.56,0.56,2019-09-30,KO,2019,3,1
0.63,0.61,2019-06-30,KO,2019,2,1
0.48,0.46,2019-03-31,KO,2019,1,1
0.43,0.42821000000000004,2018-12-31,KO,2018,4,1
0.58,0.5507,2018-09-30,KO,2018,3,1
0.61,0.60115,2018-06-30,KO,2018,2,1
0.47,0.45743,2018-03-31,KO,2018,1,1
0.39,0.38482,2017-12-31,KO,2017,4,1
0.5,0.48752,2017-09-30,KO,2017,3,1
0.59,0.57452,2017-06-30,KO,2017,2,1
0.43,0.43655,2017-03-31,KO,2017,1,0
0.37,0.36611,2016-12-31,KO,2016,4,1
0.49,0.48241000000000006,2016-09-30,KO,2016,3,1
0.6,0.5838899999999999,2016-06-30,KO,2016,2,1
0.45,0.44285,2016-03-31,KO,2016,1,1
0.38,0.37243000000000004,2015-12-31,KO,2015,4,1
0.51,0.5006,2015-09-30,KO,2015,3,1
0.63,0.6013,2015-06-30,KO,2015,2,1
0.48,0.4239,2015-03-31,KO,2015,1,1
0.44,0.42163,2014-12-31,KO,2014,4,1
0.53,0.52635,2014-09-30,KO,2014,3,1
0.64,0.6328600000000001,2014-06-30,KO,2014,2,1
0.44,0.44221000000000005,2014-03-31,KO,2014,1,0
0.46,0.46265,2013-12-31,KO,2013,4,0
0.53,0.53269,2013-09-30,KO,2013,3,0
0.63,0.63038,2013-06-30,KO,2013,2,0
0.46,0.44643,2013-03-31,KO,2013,1,1
0.45,0.43577,2012-12-31,KO,2012,4,1
0.51,0.50571,2012-09-30,KO,2012,3,1
0.61,0.59429,2012-06-30,KO,2012,2,1
0.445,0.43678999999999996,2012-03-31,KO,2012,1,1
0.395,0.38643,2011-12-31,KO,2011,4,1
0.515,0.50769,2011-09-30,KO,2011,3,1
0.585,0.58067,2011-06-30,KO,2011,2,1
0.43,0.434,2011-03-31,KO,2011,1,0
0.36,0.35781,2010-12-31,KO,2010,4,1
0.46,0.44615,2010-09-30,KO,2010,3,1
0.53,0.51458,2010-06-30,KO,2010,2,1
0.4,0.37292,2010-03-31,KO,2010,1,1
0.33,0.33226999999999995,2009-12-31,KO,2009,4,0
0.41,0.40726999999999997,2009-09-30,KO,2009,3,1
0.46,0.4455,2009-06-30,KO,2009,2,1
0.325,0.3235,2009-03-31,KO,2009,1,1
0.32,0.3065,2008-12-31,KO,2008,4,1
0.415,0.38409,2008-09-30,KO,2008,3,1
0.505,0.47908999999999996,2008-06-30,KO,2008,2,1
0.335,0.3125,2008-03-31,KO,2008,1,1
0.29,0.275,2007-12-31,KO,2007,4,1
0.355,0.34167,2007-09-30,KO,2007,3,1
0.425,0.40923000000000004,2007-06-30,KO,2007,2,1
0.28,0.26536,2007-03-31,KO,2007,1,1
0.26,0.25033,2006-12-31,KO,2006,4,1
0.31,0.29594000000000004,2006-09-30,KO,2006,3,1
0.37,0.35853,2006-06-30,KO,2006,2,1
0.245,0.24088,2006-03-31,KO,2006,1,1
0.23,0.2228,2005-12-31,KO,2005,4,1
0.285,0.26294,2005-09-30,KO,2005,3,1
0.34,0.32125,2005-06-30,KO,2005,2,1
0.235,0.21618,2005-03-31,KO,2005,1,1
0.23,0.19912,2004-12-31,KO,2004,4,1
0.25,0.23381999999999997,2004-09-30,KO,2004,3,1
0.32,0.31706,2004-06-30,KO,2004,2,1
0.23,0.217,2004-03-31,KO,2004,1,1
0.23,0.22263000000000002,2003-12-31,KO,2003,4,1
0.275,0.26118,2003-09-30,KO,2003,3,1
0.285,0.27,2003-06-30,KO,2003,2,1
0.185,0.18611,2003-03-31,KO,2003,1,0
0.2,0.19794,2002-12-31,KO,2002,4,1
0.24,0.23933000000000001,2002-09-30,KO,2002,3,1
0.26,0.26,2002-06-30,KO,2002,2,1
0.185,0.18958,2002-03-31,KO,2002,1,0
0.91,0.85,2019-12-31,K,2019,4,1
1.03,0.91,2019-09-30,K,2019,3,1
0.99,0.92,2019-06-30,K,2019,2,1
1.01,0.95,2019-03-31,K,2019,1,1
0.91,0.88328,2018-12-31,K,2018,4,1
1.06,1.0643200000000002,2018-09-30,K,2018,3,0
1.14,1.04926,2018-06-30,K,2018,2,1
1.23,1.07879,2018-03-31,K,2018,1,1
0.96,0.9569,2017-12-31,K,2017,4,1
1.05,0.9404399999999999,2017-09-30,K,2017,3,1
0.97,0.91822,2017-06-30,K,2017,2,1
1.06,0.99182,2017-03-31,K,2017,1,1
0.92,0.84806,2016-12-31,K,2016,4,1
0.96,0.8719399999999999,2016-09-30,K,2016,3,1
0.91,0.907,2016-06-30,K,2016,2,1
0.97,0.9417200000000001,2016-03-31,K,2016,1,1
0.79,0.74461,2015-12-31,K,2015,4,1
0.85,0.8356100000000001,2015-09-30,K,2015,3,1
0.92,0.91771,2015-06-30,K,2015,2,1
0.98,0.9146299999999999,2015-03-31,K,2015,1,1
0.84,0.9256700000000001,2014-12-31,K,2014,4,0
0.94,0.92053,2014-09-30,K,2014,3,1
1.02,1.01806,2014-06-30,K,2014,2,1
1.01,0.97235,2014-03-31,K,2014,1,1
0.83,0.82137,2013-12-31,K,2013,4,1
0.95,0.89426,2013-09-30,K,2013,3,1
1.0,0.9748399999999999,2013-06-30,K,2013,2,1
0.99,1.02111,2013-03-31,K,2013,1,0
0.65,0.65571,2012-12-31,K,2012,4,0
0.82,0.8,2012-09-30,K,2012,3,1
0.84,0.84273,2012-06-30,K,2012,2,0
0.95,0.99167,2012-03-31,K,2012,1,0
0.64,0.62421,2011-12-31,K,2011,4,1
0.8,0.888,2011-09-30,K,2011,3,0
0.94,0.9105,2011-06-30,K,2011,2,1
1.0,1.03684,2011-03-31,K,2011,1,0
0.51,0.51105,2010-12-31,K,2010,4,0
0.9,0.8973700000000001,2010-09-30,K,2010,3,1
0.79,0.9441200000000001,2010-06-30,K,2010,2,0
1.09,0.9394100000000001,2010-03-31,K,2010,1,1
0.46,0.48438000000000003,2009-12-31,K,2009,4,0
0.94,0.8372200000000001,2009-09-30,K,2009,3,1
0.92,0.8272200000000001,2009-06-30,K,2009,2,1
0.84,0.78588,2009-03-31,K,2009,1,1
0.47,0.50188,2008-12-31,K,2008,4,0
0.89,0.80353,2008-09-30,K,2008,3,1
0.82,0.81188,2008-06-30,K,2008,2,1
0.81,0.76059,2008-03-31,K,2008,1,1
0.44,0.436,2007-12-31,K,2007,4,1
0.76,0.72765,2007-09-30,K,2007,3,1
0.75,0.70316,2007-06-30,K,2007,2,1
0.8,0.6829999999999999,2007-03-31,K,2007,1,1
0.45,0.46474,2006-12-31,K,2006,4,0
0.7,0.65313,2006-09-30,K,2006,3,1
0.67,0.65059,2006-06-30,K,2006,2,1
0.68,0.63067,2006-03-31,K,2006,1,1
0.47,0.45769,2005-12-31,K,2005,4,1
0.66,0.63813,2005-09-30,K,2005,3,1
0.62,0.6175,2005-06-30,K,2005,2,1
0.61,0.6,2005-03-31,K,2005,1,1
0.45,0.45,2004-12-31,K,2004,4,1
0.59,0.55286,2004-09-30,K,2004,3,1
0.57,0.53563,2004-06-30,K,2004,2,1
0.53,0.52071,2004-03-31,K,2004,1,1
0.46,0.46,2003-12-31,K,2003,4,1
0.56,0.515,2003-09-30,K,2003,3,1
0.5,0.46765,2003-06-30,K,2003,2,1
0.4,0.38933,2003-03-31,K,2003,1,1
0.47,0.46929,2002-12-31,K,2002,4,1
0.49,0.48077,2002-09-30,K,2002,3,1
0.42,0.42308,2002-06-30,K,2002,2,0
0.35,0.34714,2002-03-31,K,2002,1,1
1.88,1.87,2019-12-31,JNJ,2019,4,1
2.12,2.01,2019-09-30,JNJ,2019,3,1
2.58,2.46,2019-06-30,JNJ,2019,2,1
2.1,2.03,2019-03-31,JNJ,2019,1,1
1.97,1.9518099999999998,2018-12-31,JNJ,2018,4,1
2.05,2.0285599999999997,2018-09-30,JNJ,2018,3,1
2.1,2.0701099999999997,2018-06-30,JNJ,2018,2,1
2.06,2.0182900000000004,2018-03-31,JNJ,2018,1,1
1.74,1.7234200000000002,2017-12-31,JNJ,2017,4,1
1.9,1.8017,2017-09-30,JNJ,2017,3,1
1.83,1.7952599999999999,2017-06-30,JNJ,2017,2,1
1.83,1.7722799999999999,2017-03-31,JNJ,2017,1,1
1.58,1.5641,2016-12-31,JNJ,2016,4,1
1.68,1.6569999999999998,2016-09-30,JNJ,2016,3,1
1.74,1.6803,2016-06-30,JNJ,2016,2,1
1.68,1.64635,2016-03-31,JNJ,2016,1,1
1.44,1.41905,2015-12-31,JNJ,2015,4,1
1.49,1.45167,2015-09-30,JNJ,2015,3,1
1.71,1.6706,2015-06-30,JNJ,2015,2,1
1.56,1.54,2015-03-31,JNJ,2015,1,1
1.27,1.25512,2014-12-31,JNJ,2014,4,1
1.5,1.44513,2014-09-30,JNJ,2014,3,1
1.66,1.5485,2014-06-30,JNJ,2014,2,1
1.54,1.47669,2014-03-31,JNJ,2014,1,1
1.24,1.20088,2013-12-31,JNJ,2013,4,1
1.36,1.32324,2013-09-30,JNJ,2013,3,1
1.48,1.392,2013-06-30,JNJ,2013,2,1
1.44,1.4,2013-03-31,JNJ,2013,1,1
1.19,1.1685,2012-12-31,JNJ,2012,4,1
1.25,1.21167,2012-09-30,JNJ,2012,3,1
1.3,1.2904799999999998,2012-06-30,JNJ,2012,2,1
1.37,1.35313,2012-03-31,JNJ,2012,1,1
1.13,1.0931600000000001,2011-12-31,JNJ,2011,4,1
1.24,1.20824,2011-09-30,JNJ,2011,3,1
1.28,1.24211,2011-06-30,JNJ,2011,2,1
1.35,1.26125,2011-03-31,JNJ,2011,1,1
1.03,1.02625,2010-12-31,JNJ,2010,4,1
1.23,1.14889,2010-09-30,JNJ,2010,3,1
1.21,1.2075,2010-06-30,JNJ,2010,2,1
1.29,1.2735299999999998,2010-03-31,JNJ,2010,1,1
1.02,0.97375,2009-12-31,JNJ,2009,4,1
1.2,1.13294,2009-09-30,JNJ,2009,3,1
1.15,1.11588,2009-06-30,JNJ,2009,2,1
1.26,1.22231,2009-03-31,JNJ,2009,1,1
0.94,0.92071,2008-12-31,JNJ,2008,4,1
1.17,1.11267,2008-09-30,JNJ,2008,3,1
1.18,1.1235700000000002,2008-06-30,JNJ,2008,2,1
1.26,1.20375,2008-03-31,JNJ,2008,1,1
0.88,0.8626299999999999,2007-12-31,JNJ,2007,4,1
1.06,0.99471,2007-09-30,JNJ,2007,3,1
1.05,1.0,2007-06-30,JNJ,2007,2,1
1.16,1.05091,2007-03-31,JNJ,2007,1,1
0.81,0.79476,2006-12-31,JNJ,2006,4,1
0.98,0.9277299999999999,2006-09-30,JNJ,2006,3,1
0.98,0.9722700000000001,2006-06-30,JNJ,2006,2,1
0.99,0.9829399999999999,2006-03-31,JNJ,2006,1,1
0.73,0.7257899999999999,2005-12-31,JNJ,2005,4,1
0.87,0.858,2005-09-30,JNJ,2005,3,1
0.93,0.909,2005-06-30,JNJ,2005,2,1
0.97,0.9217700000000001,2005-03-31,JNJ,2005,1,1
0.67,0.64,2004-12-31,JNJ,2004,4,1
0.78,0.75778,2004-09-30,JNJ,2004,3,1
0.82,0.79,2004-06-30,JNJ,2004,2,1
0.83,0.79647,2004-03-31,JNJ,2004,1,1
0.57,0.563,2003-12-31,JNJ,2003,4,1
0.69,0.68316,2003-09-30,JNJ,2003,3,1
0.7,0.69333,2003-06-30,JNJ,2003,2,1
0.69,0.67588,2003-03-31,JNJ,2003,1,1
0.46,0.47143,2002-12-31,JNJ,2002,4,0
0.57,0.59111,2002-09-30,JNJ,2002,3,0
0.6,0.58222,2002-06-30,JNJ,2002,2,1
0.59,0.57889,2002-03-31,JNJ,2002,1,1
1.09,1.02,2019-12-31,IP,2019,4,1
1.09,0.99,2019-09-30,IP,2019,3,1
1.15,0.99,2019-06-30,IP,2019,2,1
1.11,0.91,2019-03-31,IP,2019,1,1
1.65,1.59057,2018-12-31,IP,2018,4,1
1.56,1.48071,2018-09-30,IP,2018,3,1
1.19,1.0901299999999998,2018-06-30,IP,2018,2,1
0.94,0.8885700000000001,2018-03-31,IP,2018,1,1
1.27,1.1886,2017-12-31,IP,2017,4,1
1.08,1.05654,2017-09-30,IP,2017,3,1
0.65,0.64627,2017-06-30,IP,2017,2,1
0.6,0.5616399999999999,2017-03-31,IP,2017,1,1
0.73,0.71194,2016-12-31,IP,2016,4,1
0.91,0.93394,2016-09-30,IP,2016,3,0
0.92,0.84231,2016-06-30,IP,2016,2,1
0.8,0.69213,2016-03-31,IP,2016,1,1
0.87,0.81881,2015-12-31,IP,2015,4,1
0.97,0.90833,2015-09-30,IP,2015,3,1
0.97,0.92361,2015-06-30,IP,2015,2,1
0.84,0.80095,2015-03-31,IP,2015,1,1
0.53,0.53276,2014-12-31,IP,2014,4,0
0.95,0.9002100000000001,2014-09-30,IP,2014,3,1
0.95,0.83219,2014-06-30,IP,2014,2,1
0.61,0.54906,2014-03-31,IP,2014,1,1
0.83,0.8689399999999999,2013-12-31,IP,2013,4,0
1.05,0.92535,2013-09-30,IP,2013,3,1
0.64,0.5594100000000001,2013-06-30,IP,2013,2,1
0.65,0.73659,2013-03-31,IP,2013,1,0
0.69,0.6521399999999999,2012-12-31,IP,2012,4,1
0.75,0.77,2012-09-30,IP,2012,3,0
0.46,0.45866999999999997,2012-06-30,IP,2012,2,1
0.57,0.49928999999999996,2012-03-31,IP,2012,1,1
0.66,0.60833,2011-12-31,IP,2011,4,1
0.92,0.79818,2011-09-30,IP,2011,3,1
0.8,0.6691699999999999,2011-06-30,IP,2011,2,1
0.74,0.58615,2011-03-31,IP,2011,1,1
0.68,0.65385,2010-12-31,IP,2010,4,1
0.91,0.78583,2010-09-30,IP,2010,3,1
0.42,0.40846,2010-06-30,IP,2010,2,1
0.04,0.04231,2010-03-31,IP,2010,1,0
0.24,0.22857,2009-12-31,IP,2009,4,1
0.37,0.23786,2009-09-30,IP,2009,3,1
0.2,0.0033299999999999996,2009-06-30,IP,2009,2,1
0.08,-0.03818,2009-03-31,IP,2009,1,1
0.21,0.19182000000000002,2008-12-31,IP,2008,4,1
0.84,0.76917,2008-09-30,IP,2008,3,1
0.56,0.391,2008-06-30,IP,2008,2,1
0.41,0.50462,2008-03-31,IP,2008,1,0
0.69,0.64786,2007-12-31,IP,2007,4,1
0.57,0.57214,2007-09-30,IP,2007,3,0
0.52,0.54071,2007-06-30,IP,2007,2,0
0.45,0.40399999999999997,2007-03-31,IP,2007,1,1
0.47,0.35,2006-12-31,IP,2006,4,1
0.39,0.4325,2006-09-30,IP,2006,3,0
0.41,0.33462,2006-06-30,IP,2006,2,1
0.19,0.15385,2006-03-31,IP,2006,1,1
0.12,0.07077,2005-12-31,IP,2005,4,1
0.33,0.23567,2005-09-30,IP,2005,3,1
0.31,0.27188,2005-06-30,IP,2005,2,1
0.34,0.30286,2005-03-31,IP,2005,1,1
0.42,0.43267,2004-12-31,IP,2004,4,0
0.43,0.45266999999999996,2004-09-30,IP,2004,3,0
0.41,0.37933,2004-06-30,IP,2004,2,1
0.16,0.14733,2004-03-31,IP,2004,1,1
0.23,0.18286,2003-12-31,IP,2003,4,1
0.24,0.25231,2003-09-30,IP,2003,3,0
0.19,0.16909000000000002,2003-06-30,IP,2003,2,1
0.14,0.12222000000000001,2003-03-31,IP,2003,1,1
0.33,0.268,2002-12-31,IP,2002,4,1
0.32,0.30818,2002-09-30,IP,2002,3,1
0.35,0.204,2002-06-30,IP,2002,2,1
0.12,0.07182000000000001,2002-03-31,IP,2002,1,1
0.41,0.25,2019-12-31,INTU,2019,4,1
-0.09,-0.14,2019-09-30,INTU,2019,3,1
5.55,5.4,2019-06-30,INTU,2019,2,1
1.0,0.86,2019-03-31,INTU,2019,1,1
0.29,0.11160999999999999,2018-12-31,INTU,2018,4,1
0.32,0.23016,2018-09-30,INTU,2018,3,1
4.82,4.67595,2018-06-30,INTU,2018,2,1
0.35,0.34,2018-03-31,INTU,2018,1,1
0.11,0.04533,2017-12-31,INTU,2017,4,1
0.2,0.16788,2017-09-30,INTU,2017,3,1
3.9,3.87335,2017-06-30,INTU,2017,2,1
0.26,0.24691999999999997,2017-03-31,INTU,2017,1,1
0.06,0.02995,2016-12-31,INTU,2016,4,1
0.08,-0.01811,2016-09-30,INTU,2016,3,1
3.43,3.21075,2016-06-30,INTU,2016,2,1
0.25,0.19118,2016-03-31,INTU,2016,1,1
0.09,-0.03667,2015-12-31,INTU,2015,4,1
-0.05,-0.11470999999999999,2015-09-30,INTU,2015,3,1
2.85,2.73529,2015-06-30,INTU,2015,2,1
-0.06,-0.12647,2015-03-31,INTU,2015,1,1
-0.1,-0.20438,2014-12-31,INTU,2014,4,1
-0.01,0.0725,2014-09-30,INTU,2014,3,0
3.53,3.49977,2014-06-30,INTU,2014,2,1
0.02,0.01623,2014-03-31,INTU,2014,1,1
-0.06,-0.09479,2013-12-31,INTU,2013,4,1
0.0,-0.00443,2013-09-30,INTU,2013,3,1
2.97,2.9276299999999997,2013-06-30,INTU,2013,2,1
0.33,0.30159,2013-03-31,INTU,2013,1,1
-0.03,-0.06253,2012-12-31,INTU,2012,4,1
0.03,0.06065,2012-09-30,INTU,2012,3,0
2.51,2.47929,2012-06-30,INTU,2012,2,1
0.51,0.45376000000000005,2012-03-31,INTU,2012,1,1
-0.1,-0.12211,2011-12-31,INTU,2011,4,1
0.02,0.00155,2011-09-30,INTU,2011,3,1
2.33,2.27482,2011-06-30,INTU,2011,2,1
0.32,0.30351999999999996,2011-03-31,INTU,2011,1,1
-0.12,-0.11699999999999999,2010-12-31,INTU,2010,4,0
-0.05,-0.09965,2010-09-30,INTU,2010,3,1
1.89,1.81765,2010-06-30,INTU,2010,2,1
0.38,0.315,2010-03-31,INTU,2010,1,1
-0.1,-0.15688,2009-12-31,INTU,2009,4,1
-0.1,-0.12,2009-09-30,INTU,2009,3,1
1.68,1.60714,2009-06-30,INTU,2009,2,1
0.34,0.26833,2009-03-31,INTU,2009,1,1
-0.09,-0.12,2008-12-31,INTU,2008,4,1
-0.08,-0.07833,2008-09-30,INTU,2008,3,0
1.39,1.3330000000000002,2008-06-30,INTU,2008,2,1
0.4,0.36333000000000004,2008-03-31,INTU,2008,1,1
-0.1,-0.12167,2007-12-31,INTU,2007,4,1
-0.02,-0.05417,2007-09-30,INTU,2007,3,1
1.13,1.07833,2007-06-30,INTU,2007,2,1
0.45,0.42222,2007-03-31,INTU,2007,1,1
-0.12,-0.125,2006-12-31,INTU,2006,4,1
-0.03,-0.03778,2006-09-30,INTU,2006,3,1
0.895,0.8816700000000001,2006-06-30,INTU,2006,2,1
0.485,0.47600000000000003,2006-03-31,INTU,2006,1,1
-0.13,-0.1525,2005-12-31,INTU,2005,4,1
-0.04,-0.05,2005-09-30,INTU,2005,3,1
0.775,0.77346,2005-06-30,INTU,2005,2,1
0.41,0.37799999999999995,2005-03-31,INTU,2005,1,1
-0.115,-0.1325,2004-12-31,INTU,2004,4,1
-0.03,-0.03735,2004-09-30,INTU,2004,3,1
0.6,0.57824,2004-06-30,INTU,2004,2,1
0.385,0.34867,2004-03-31,INTU,2004,1,1
-0.12,-0.1325,2003-12-31,INTU,2003,4,1
-0.025,-0.03731,2003-09-30,INTU,2003,3,1
3.15,0.5075,2003-06-30,INTU,2003,2,1
1.83,0.285,2003-03-31,INTU,2003,1,1
-0.63,-0.11546,2002-12-31,INTU,2002,4,0
-0.045,-0.06,2002-09-30,INTU,2002,3,1
0.375,0.35955,2002-06-30,INTU,2002,2,1
0.305,0.28714,2002-03-31,INTU,2002,1,1
4.71,4.68,2019-12-31,IBM,2019,4,1
2.68,2.67,2019-09-30,IBM,2019,3,1
3.17,3.07,2019-06-30,IBM,2019,2,1
2.25,2.22,2019-03-31,IBM,2019,1,1
4.87,4.81706,2018-12-31,IBM,2018,4,1
3.42,3.39678,2018-09-30,IBM,2018,3,1
3.08,3.0420599999999998,2018-06-30,IBM,2018,2,1
2.45,2.41653,2018-03-31,IBM,2018,1,1
5.18,5.17437,2017-12-31,IBM,2017,4,1
3.3,3.2761400000000003,2017-09-30,IBM,2017,3,1
2.79,2.74182,2017-06-30,IBM,2017,2,1
2.38,2.35,2017-03-31,IBM,2017,1,1
5.01,4.8795,2016-12-31,IBM,2016,4,1
3.29,3.234,2016-09-30,IBM,2016,3,1
2.95,2.88568,2016-06-30,IBM,2016,2,1
2.35,2.0937900000000003,2016-03-31,IBM,2016,1,1
4.84,4.81142,2015-12-31,IBM,2015,4,1
3.34,3.3024699999999996,2015-09-30,IBM,2015,3,1
3.84,3.7834199999999996,2015-06-30,IBM,2015,2,1
2.91,2.79967,2015-03-31,IBM,2015,1,1
5.81,5.40975,2014-12-31,IBM,2014,4,1
3.68,4.31484,2014-09-30,IBM,2014,3,0
4.32,4.2922199999999995,2014-06-30,IBM,2014,2,1
2.46,2.5386,2014-03-31,IBM,2014,1,0
6.13,5.99036,2013-12-31,IBM,2013,4,1
3.99,3.9563,2013-09-30,IBM,2013,3,1
3.91,3.7673300000000003,2013-06-30,IBM,2013,2,1
3.0,3.04891,2013-03-31,IBM,2013,1,0
5.39,5.24978,2012-12-31,IBM,2012,4,1
3.62,3.61332,2012-09-30,IBM,2012,3,1
3.51,3.42286,2012-06-30,IBM,2012,2,1
2.78,2.65405,2012-03-31,IBM,2012,1,1
4.71,4.621630000000001,2011-12-31,IBM,2011,4,1
3.28,3.22073,2011-09-30,IBM,2011,3,1
3.09,3.0287,2011-06-30,IBM,2011,2,1
2.41,2.29727,2011-03-31,IBM,2011,1,1
4.18,4.07909,2010-12-31,IBM,2010,4,1
2.82,2.748,2010-09-30,IBM,2010,3,1
2.61,2.5857900000000003,2010-06-30,IBM,2010,2,1
1.97,1.93387,2010-03-31,IBM,2010,1,1
3.59,3.46909,2009-12-31,IBM,2009,4,1
2.4,2.38136,2009-09-30,IBM,2009,3,1
2.32,2.01952,2009-06-30,IBM,2009,2,1
1.7,1.6611099999999999,2009-03-31,IBM,2009,1,1
3.28,3.03,2008-12-31,IBM,2008,4,1
2.05,2.02556,2008-09-30,IBM,2008,3,1
1.98,1.81824,2008-06-30,IBM,2008,2,1
1.65,1.44533,2008-03-31,IBM,2008,1,1
2.8,2.68188,2007-12-31,IBM,2007,4,1
1.68,1.67294,2007-09-30,IBM,2007,3,1
1.5,1.47,2007-06-30,IBM,2007,2,1
1.21,1.207,2007-03-31,IBM,2007,1,1
2.26,2.18909,2006-12-31,IBM,2006,4,1
1.45,1.3527799999999999,2006-09-30,IBM,2006,3,1
1.3,1.29056,2006-06-30,IBM,2006,2,1
1.08,1.046,2006-03-31,IBM,2006,1,1
2.11,1.9386400000000001,2005-12-31,IBM,2005,4,1
1.26,1.1344,2005-09-30,IBM,2005,3,1
1.12,1.03118,2005-06-30,IBM,2005,2,1
0.85,0.89722,2005-03-31,IBM,2005,1,0
1.81,1.7565,2004-12-31,IBM,2004,4,1
1.17,1.14286,2004-09-30,IBM,2004,3,1
1.16,1.12191,2004-06-30,IBM,2004,2,1
0.93,0.93286,2004-03-31,IBM,2004,1,0
1.56,1.495,2003-12-31,IBM,2003,4,1
1.02,1.02,2003-09-30,IBM,2003,3,1
0.97,0.97909,2003-06-30,IBM,2003,2,0
0.79,0.79684,2003-03-31,IBM,2003,1,0
1.34,1.30182,2002-12-31,IBM,2002,4,1
0.99,0.96191,2002-09-30,IBM,2002,3,1
0.89,0.8270000000000001,2002-06-30,IBM,2002,2,1
0.68,0.6765,2002-03-31,IBM,2002,1,1
2.53,2.52,2019-12-31,HD,2019,4,1
3.17,3.08,2019-09-30,HD,2019,3,1
2.27,2.18,2019-06-30,HD,2019,2,1
2.25,2.16,2019-03-31,HD,2019,1,1
2.51,2.2612,2018-12-31,HD,2018,4,1
3.05,2.8405299999999998,2018-09-30,HD,2018,3,1
2.08,2.0495200000000002,2018-06-30,HD,2018,2,1
1.69,1.64077,2018-03-31,HD,2018,1,1
1.87,1.82224,2017-12-31,HD,2017,4,1
2.25,2.21585,2017-09-30,HD,2017,3,1
1.67,1.61752,2017-06-30,HD,2017,2,1
1.44,1.33579,2017-03-31,HD,2017,1,1
1.6,1.57892,2016-12-31,HD,2016,4,1
1.97,1.9713900000000002,2016-09-30,HD,2016,3,0
